표준 번호,표준 제정 번호,표준 분류,표준 명,표준 상태,제정 년도,제정기관 표준이력,관련 사이트,표준 개요,표준 요약
MND-TTAK.KO-12.0001/R4,"부가형 전자 서명 방식 표준 - 제2부: 한국형 인증서 기반 전자 서명 알고리즘 (KCDSA), 2016-12-27",DITA 2023 v3,전자서명,필수(Mandated),한국정보,,본 표준은 한국형 인증서 기반의 부가형 전자 서명 알고리즘인 KCDSA(Korean Certificate-based Digital Signature Algorithm)의 전자 서명 생성 과정과 검증 과정을 정의하고 있는 표준으로 TTAK.KO-12.0001/R3 표준을 개정한 표준이다.,생략,생략
MND-TTAK.KO-12.0223,128비트 블록 암호 알고리즘 LEA,DITA 2023 v3,암호화,미래(Emerging),한국정보,www.tta.or.kr/data/ttas_view.jsp?rn=1&pk_num=TTAK.KO-12.0223,본 표준은 블록 암호시스템인 LEA의 전체 구조 및 암호화 과정과 복호화 과정의 라운드 함수를 정의한 표준이다.,생략,생략
MND-TTAS.KO-01.0054,"SIP기반 인터넷 텔레포니 프로파일 : 제안-응답 모델, 2004-12-23",DITA 2023 v3,SIP,필수(Mandated),한국정보,committee.tta.or.kr/data/standard_view.jsp?nowPage=159&pk_num=TTAS.KO-01.0054&commit_code=TC2,본 표준은 &ldquoSIP 기반 인터넷 텔레포니 프로화일 표준 : 기본 호 서비스&rdquo에서 정의한 호 설정 관련 기능 중 호 설정 관련 메시지 내 기술되는 미디어 세션 정보의 협상 기능을 기술함.,생략,생략
MND-TTAS.KO-10.0161/R1,"SIP기반 인터넷 텔레포니 프로파일 : 등록 및 호 관리, 2004-12-23",DITA 2023 v3,SIP,필수(Mandated),한국정보,www.tta.or.kr/data/ttas_view.jsp?totalSu=9044&by=asc&order=standard_no&rn=1&pk_num=TTAS.KO-10.0161/R1&nowSu=7042,본 표준은 SIP 기반 인터넷 전화 서비스를 위해 사용되는 시그날링 프로토콜의 기본적인 기능을 제시하고 각 구성요소간 상호운용을 보장하기 위하여 지원해야 하는 요구사항을 정의함.,생략,생략
MND-W3C CSS2,"Cascading Style Sheets Level 2 CSS2 Specification, W3C Recommendation, 12-May-1998(revised 11 April ",DITA 2023 v3,CSS,사양(Retired),W3C(,www.w3.org/TR/CSS2,"본 표준은 CSS의 기본개념, 유사클래스와 유사요소, 캐스케이드, 포맷팅 모델, CSS1의 특성, 유닛, CSS1의 적합성을 다루고 있음.",생략,생략
MND-W3C CSS3,Cascading Style Sheets Selectors Level 3 W3C Recommendation 06 November 2018,DITA 2023 v3,CSS,필수(Mandated),W3C(,,"종속형 시트 또는 캐스케이딩 스타일 시트(Cascading Style Sheets, CSS)로 마크업 언어가 실제 표시되는 방법을 기술하는 스타일 언어(style sheet language)를 의미함",생략,생략
MND-W3C Canonical XML 1.0,"Cannonical XML Version 1.0, W3C Recommendation, 15 March 2001",DITA 2023 v3,XML 보안,사양(Retired),W3C(,www.w3.org/TR/2001/REC-xml-c14n-20010315,"본 표준은 XML 문서에서 변화가 가능한 범위를 정의하고 이를 정규화하기 위한 형식, 물리적인 표현 방법을 정의하고 있다.",생략,생략
MND-W3C Canonical XML 1.1,"Canonical XML Version 1.1, May 2008",DITA 2023 v3,XML 보안,필수(Mandated),W3C(,,"XML 문서에서 변화가 가능한 범위를 정의하고 이를 정규화하기 위한 형식, 물리적인 표현 방법을 정의",생략,생략
MND-W3C DOM Level 3,"Document Object Model (DOM) Level 3 Core Specification Version 1.0, W3C Recommendation, 07 April 200",DITA 2023 v3,DOM,필수(Mandated),W3C(,www.w3.org/TR/DOM-Level-3-Core,XML문서를 Application에서 조작이 가능하도록 인터페이스를 제공하는 XML이다.,생략,생략
MND-W3C Decryption XML,"Decryption Transform for XML Signature, W3C Recommendation, 10 December 2002",DITA 2023 v3,XML 보안,필수(Mandated),W3C(,www.w3.org/TR/2002/REC-xmlenc-decrypt-20021210,"본 표준은 XML 서명을 위한 복호화 변형 규격을 정의하고 있다. 즉, XML 서명에 대한 유효성 검증을 위해 XML 암호화 구조들(서명 전 암호된 것, 서명 후 암호된 것)을 구분하기 위해 적용된다.",생략,생략
MND-W3C Exclusive XML,"Exclusive XML Canonicalization, Version 1.0, W3C Recommendation, 18 July 2002",DITA 2023 v3,XML 보안,필수(Mandated),W3C(,www.w3.org/TR/2002/REC-xml-exc-c14n-20020718/,"본 표준은 XML 언어에 대한 배제 XML 정규화 알고리즘을 정의하고 있다. 특수한 XML 구문의 경우, 일반적인 정규화 알고리즘으로 파싱되지 않아 본 표준이 필요하다.",생략,생략
MND-W3C HTML 4.01,"HTML 4.01 Specification, W3C Recommendation, 24 December 1999",DITA 2023 v3,HTML,사양(Retired),W3C(,www.w3.org/TR/html401/,"본 표준은 웹 정보자원을 기술하는 마크업 언어로, 현재 많은 웹 정보자원들이 이를 통해 기술되고 있음. HTM 4.01은 이전 버전의 HTML보다 텍스트, 멀티미디어, 하이퍼링크 등의 기능이 강화되었으며, 보다 다양한 멀티미디어 옵션, 스크립트 언어, 문서양식, 향상된 인쇄기능과 사용자 접근성 등을 제공함.",생략,생략
MND-W3C HTML 5.0,"HTML5.0 Specification, W3C Recommendation, 25 May 2011",DITA 2023 v3,HTML,필수(Mandated),W3C(,www.w3.org/TR/html5,"본 표준은 웹 정보자원을 기술하는 마크업 언어로, 현재 많은 웹 정보자원들이 이를 통해 기술되고 있음. HTM 4.01은 이전 버전의 HTML보다 텍스트, 멀티미디어, 하이퍼링크 등의 기능이 강화되었으며, 보다 다양한 멀티미디어 옵션, 스크립트 언어, 문서양식, 향상된 인쇄기능과 사용자 접근성 등을 제공함.",생략,생략
MND-W3C Namespaces in XML 1.1 Second Edtion,"Namespaces in XML 1.1 (Second Edition), W3C Recommendation, 16 August 2006",DITA 2023 v3,XML,필수(Mandated),W3C(,www.w3.org/TR/xml-names11,"XML(eXtensible Markup Language, 확장성 마크업 언어) : 인간과 기계가 모두 이해할 수 있는 텍스트 형태로 마크업 포맷을 정의하기 위한 메타 언어",생략,생략
MND-W3C OWL2,"Web Ontology Language, W3C Recommendation, 27 October 2009",DITA 2023 v3,OWL,필수(Mandated),W3C(,www.w3.org/TR/owl2-overview,문서에 포함된 정보를 어플리케이션을 이용하여 자동처리할 수 있도록 설계된 언어임.,생략,생략
MND-W3C RDF Schema,"RDF Vocabulary Deion Language 1.0: RDF Schema, W3C Recommendation, 10 February 2004",DITA 2023 v3,RDF,필수(Mandated),W3C(,www.w3.org/TR/rdf-schema,"RDF는 데이터와 그 의미를 기술하는 프레임워크로서 웹상의 자원에 메타데이터를 RDF로 부여함에 따라 컴퓨터에 의한 의미 이해와 자동처리를 쉽게 함. RDF 스키마는 RDF의 문장을 해석하기 위한 표준을 담고 있으며, 보통 RDF의 선두에 이름 공간으로서 정의됨. RDF스키마는 자바와 같은 오브젝트 지행 프로그래밍언어와 비스하고 자원 프로퍼티 정의와 프로퍼티와 자원간의 정의, 자원의 클래스와 클래스간의 관계 및 제약 조건등을 정의함.",생략,생략
MND-W3C SOAP 1.2 Part 1,"SOAP Version 1.2 Part 1: Messaging Framework (Second Edition), W3C Recommendation 27 April 2007",DITA 2023 v3,SOAP,필수(Mandated),W3C(,www.w3.org/TR/soap12-part1,"SOAP(Simple Object Access Protocol) Version 1.2는 XML 프로토콜 표준으로, 웹 서비스의 요청 및 응답에서 사용되어지는 XML 메시지 형식과 통신 프로토콜과의 바인딩 방법을 정의함.",생략,생략
MND-W3C SOAP MTOM,"SOAP Message Transmission Optimization Mechanism, W3C Recommendation, 25 January 2005",DITA 2023 v3,SOAP,필수(Mandated),W3C(,www.w3.org/TR/soap12-mtom,본 표준은 SOAP(Simple Object Access Protocol) 메시지의 와이어 포맷과 전송 최적화를 위한 추상적인 특징이 있음.,생략,생략
MND-W3C SVG 1.1,"Scalable Vector Graphics (SVG) 1.1 Specification, W3C Recommendation, 14 January 2003, edited in pla",DITA 2023 v3,SVG,필수(Mandated),W3C(,www.w3.org/TR/SVG,SVG는 2차원 벡터 그래픽을 표현하기 위한 XML기반의 파일 포맷임.,생략,생략
MND-W3C VoiceXML 2.1,"Voice Extensible Markup Language (VoiceXML) 2.1, W3C Recommendation 19 June 2007",DITA 2023 v3,VoiceXML,필수(Mandated),,www.w3.org/TR/voicexml21,XML(Extensible Markup Language)에 기반을 둔 마크업 언어(markup language)로 발성된 대화(spoken dialog)를 정의하는데 사용되며 웹 사이트뿐 아니라 기존 CTI(Computer Telephony Integration) 분야에서 IVR 어플리케이션의 한계를 극복할 유력한 대안으로 부각되고 있음.,생략,생략
MND-W3C WS-Addressing 1.0 - Core,"Web Services Addressing 1.0 - Core, W3C Recommendation, 9 May 2006",DITA 2023 v3,WS-A,필수(Mandated),,www.w3.org/TR/ws-addr-core,웹서비스가 하나 이상의 서비스로 구성되어 있는 복잡한 환경에서 전송계층과 관계없이 서비스 종단간 메시지를 전달하는 메커니즘을 제공하는 규격임.,생략,생략
MND-W3C WS-Policy 1.5 - Attachment,"Web Services Policy 1.5 - Attachment, W3C Recommendation, 04 September 2007",DITA 2023 v3,웹서비스 보안,필수(Mandated),W3C(,www.w3.org/TR/ws-policy-attach/ws-policy-attachment.pdf,본 표준은 웹 서비스 정책 프레임워크(WS-policy)의 첨부(Attachment)를 적용하기 위한 방법을 정의한다.,생략,생략
MND-W3C WS-Policy 1.5 - Framework,"Web Services Policy 1.5 - Framework, W3C Recommendation, 04 September 2007",DITA 2023 v3,웹서비스 보안,필수(Mandated),,www.w3.org/TR/ws-policy/ws-policy-framework.pdf,본 표준은 일반적인 목적 모델과 이를 수반하는 웹 서비스 기반의 시스템 상에서 엔티티에 대한 정책 체계를 설명한다.,생략,생략
MND-W3C WSDL 1.1,Web Services Deion Language (WSDL) Version 1.1 W3C Note 15 March 2001,DITA 2023 v3,WSDL,필수(Mandated),,www.w3.org/TR/wsdl,WSDL(웹 서비스 기술 언어)은 웹 서비스를 기술하기위한 XML언어임.,생략,생략
MND-W3C WSDL 2.0 Part 1,"Web Services Deion Language (WSDL) Version 2.0 Part 1: Core Language, W3C Recommendation, 26 June 20",DITA 2023 v3,WSDL,미래(Emerging),,www.w3.org/TR/wsdl20,WSDL(웹 서비스 기술 언어)은 웹 서비스를 기술하기위한 XML언어임.,생략,생략
MND-W3C XKMS 2.0,"XML Key Management Specification (XKMS 2.0), Version 2.0, W3C Recommendation, 28 June 2005",DITA 2023 v3,XML 보안,필수(Mandated),,www.w3.org/TR/2005/REC-xkms2-20050628/,본 표준은 XML 전자서명 및 XML 암호화를 위한 표준으로 공개키의 생성 및 분배를 위한 프로토콜을 정의하고 있다. XML 키관리 스펙은 XML 키정보 서비스 스펙(X-KISS)과 XML 키 등록 서비스 스펙(X-KRSS)로 구성된다.,생략,생략
MND-W3C XKMS 2.0 Binding,"XML Key Management Specification (XKMS 2.0) Bindings, Version 2.0, W3C Recommendation, 28 June 2005",DITA 2023 v3,XML 보안,필수(Mandated),,www.w3.org/TR/2005/REC-xkms2-bindings-20050628/,본 표준은 XML 키 관리 스펙을 위한 보안적 특성들을 고려한 프로토콜 바인딩 기술을 정의하고 있다.,생략,생략
MND-W3C XML 1.0 Fifth Edition,Extensible Markup Language (XML) 1.0 (Fifth Edition) W3C Recommendation 26 November 2008,DITA 2023 v3,"XML,Diffserv",필수(Mandated),W3C(,,"웹상에서 구조화된 문서를 젂송하도록 W3C에 의해 정의된 웹 표준 맀크업 언어로, 태그를 정의하고 DTD(Document Type definition)를 사용하여 데이터를 기술핛 수 있는 언어",생략,생략
MND-W3C XML 1.1 Second Edition,"W3C XML 1.1 Second Edition Extensible Markup Language (XML) 1.1 (Second Edition), W3C Recommendation",DITA 2023 v3,XML,미래(Emerging),,www.w3.org/TR/xml11,"인터넷 웹페이지를 만드는 HTML을 획기적으로 개선하여 만든 언어이다. 홈페이지 구축기능, 검색기능 등이 향상되었고, 웹 페이지의 추가와 작성이 편리해졌다.",생략,생략
MND-W3C XML Encryption,"XML Encryption Syntax and Processing, W3C Recommendation, 10 December 2002",DITA 2023 v3,XML 보안,사양(Retired),,www.w3.org/TR/2002/REC-xmlenc-core-20021210/,본 표준은 XML 언어를 이용하여 임의의 데이터를 XML로 암호화하거나 이를 표현하기 위한 처리 방법을 정의한다.,생략,생략
MND-W3C XML Encryption 1.1,"XML Encryption Syntax and Processing Version 1.1, W3C Recommendation, 11 April 2013",DITA 2023 v3,XML 보안,필수(Mandated),W3C(,,XML 언어를 이용하여 임의의 데이터를 XML로 암호화하거나 이를 표현하기 위한 처리 방법을 정의,생략,생략
MND-W3C XML Schema Part 1,"XML Schema Part 1: Structures, Second Edition, W3C Recommendation, 28 October 2004",DITA 2023 v3,XML,필수(Mandated),,www.w3.org/TR/xmlschema-1,"XML Schema는 XML 문서 작성에 필요한 문서구조, 데이터타입에 대하여 정의하고 있는 것임.",생략,생략
MND-W3C XML Signature,"XML Signature Syntax and Processing, W3C Recommendation, 12 February 2002",DITA 2023 v3,XML 보안,사양(Retired),,www.w3.org/TR/2002/REC-xmldsig-core-20020212/,"본 표준은 XML 전자서명 처리를 위한 규칙과 구문을 정의하고 있다. XML 전자서명은 무결성, 메시지 인증, 임의의 타입 데이터를 위한 서명자 인증 서비스와 서명 위치를 XML 언어로 정의하고 있다.",생략,생략
MND-W3C XML Signature 1.1,"XML Signature Syntax and Processing Version 1.1, April 2013",DITA 2023 v3,XML 보안,필수(Mandated),W3C(,,XML 전자서명 처리를 위한 규칙과 구문을 정의,생략,생략
MND-W3C XML Signature XPath Filter,"XML-Signature XPath Filter 2.0, W3C Recommendation 08 November 2002",DITA 2023 v3,XML 보안,필수(Mandated),,www.w3.org/TR/2002/REC-xmldsig-filter2-20021108/,"본 표준은 새로운 XML 변환 기술을 정의하여 기존의 기술들과 함께 구현될 때, 상호운용성을 보장하기 위한 표준이다.",생략,생략
MND-W3C XPath v2.0,XML Path Language (XPATH) Version 2.0 W3C Recommendation 23 january 2007,DITA 2023 v3,Xpath,필수(Mandated),,www.w3.org/TR/xpath20,"본 표준은 XSLT(XSL Transformation Language), XLink, XPointer에 의해 사용될 수 있는 XML 문서의 내용을 질의하고 위치를 부여하기 위한 일반 문법과 의미를 제공하기 위해 만들어짐.",생략,생략
MND-W3C XQuery 1.0,"XQuery 1.0: An XML Query Language, W3C Recommendation, 23 January 2007",DITA 2023 v3,Xquery,필수(Mandated),,www.w3.org/TR/xquery,XQuery는 단순히 XML 검색 언어가 아닌 다양한 데이터 소스 검색을 통해 가장 효율적인 XML문서를 생성 할수 있는 문자 생성자로 볼수 있고 또 RDBMS에 저장된 다양한 데이터 소스로 부터 직관적이고 이해하기 쉬운 XML문서를 생성 시킬수 있는 방법을 제시 XML기술의 새로운 패러다임으로 각광 받고 있다.,생략,생략
MND-W3C XQuery 3.1,"XQuery 3.1: An XML Query Language, W3C Recommendation 21 March 2017",DITA 2023 v3,Xquery,미래(Emerging),W3C(,,XQuery는 단순히 XML 검색 언어가 아닌 다양한 데이터 소스 검색을 통해 가장 효율적인 XML문서를 생성 할수 있는 문자 생성자로 볼수 있고 또 RDBMS에 저장된 다양한 데이터 소스로 부터 직관적이고 이해하기 쉬운 XML문서를 생성 시킬수 있는 방법을 제시 XML기술의 새로운 패러다임으로 각광 받고 있다.,생략,생략
MND-W3C XSL v1.1,"Extensible Stylesheet Language (XSL), Version 1.1, W3C Recommendation, 05 December 2006",DITA 2023 v3,XSL,필수(Mandated),,www.w3.org/TR/xsl,"XML이 인터넷상의 데이터 전송을 위해 설계되었다면, XSL은 이러한 XML문서를 처리하기 위해 설계되었다. XSL은 XML의 장점인 플랫폼 독립적이고, 언어 독립적이라는 점을 그대로 계승한 XML Application이라고 볼 수 있다. 이러한 XSL로 생성한 문서는 XSL 스타일 시트(StyleSheet)라고 불리며, DTD(Document Type Definition) 그리고, XML 문서와 함께 데이터로서의 가치를 지니게 된다.",생략,생략
MND-W3C XSLT 2.0,"XSL Transformations (XSLT) Version 2.0, W3C Recommendation, 23 January 2007",DITA 2023 v3,XSLT,필수(Mandated),,www.w3.org/TR/xslt,XML 문서를 XML 문서로 변환하기 위한 언어인 XSLT의 신택스와 시맨틱을 정의함.,생략,생략
